instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
80196.0,empty_field,Run,61.0,0.00301,0.481,222760.0,0.938,0.000153,B,0.0859,-4.759,Minor,0.0781,134.96200000000002,4-Apr,0.357,Rock
64773.0,Eagles,Wasted Time - Eagles 2013 Remaster,55.0,0.418,0.431,296172.0,0.174,9.74e-05,C,0.109,-11.373,Major,0.0351,117.56299999999999,4-Apr,0.144,Rock
39118.0,St. Lucia,Dancing On Glass,62.0,0.0189,0.564,246333.0,0.945,0.0,C#,0.359,-4.705,Major,0.0493,101.00299999999999,4-Apr,0.3989999999999999,Rock
65039.0,BØRNS,The Emotion,56.0,0.212,0.418,224787.0,0.688,0.00964,B,0.705,-5.515,Major,0.0265,150.03,4-Apr,0.319,Rock
52257.0,The Black Keys,Too Afraid To Love You,49.0,0.0156,0.531,204733.0,0.6759999999999999,0.0028699999999999,B,0.0988,-6.172999999999999,Minor,0.0299,136.759,4-Apr,0.544,Rock
34995.0,Panic! At The Disco,LA Devotee,73.0,0.00043,0.49,196520.0,0.848,8.49e-06,A,0.0665,-5.05,Major,0.0645,175.998,4-Apr,0.698,Rock
68662.0,Mötley Crüe,Wild Side,62.0,0.00742,0.596,281960.0,0.8959999999999999,0.00057,C,0.372,-4.635,Major,0.0382,115.09200000000001,4-Apr,0.456,Rock
52042.0,PVRIS,You and I,57.0,0.0412,0.52,270000.0,0.8270000000000001,0.0235,A#,0.0999,-7.225,Minor,0.0514,101.99,4-Apr,0.411,Rock
88856.0,TobyMac,Move (Keep Walkin’),55.0,0.266,0.7070000000000001,221626.0,0.6940000000000001,1.04e-06,F,0.283,-5.381,Minor,0.0329,115.993,4-Apr,0.518,Rock
50414.0,Miranda Lambert,Little Red Wagon,56.0,0.0297,0.584,204387.0,0.813,0.000197,F#,0.272,-7.221,Major,0.0582,95.081,4-Apr,0.774,Rock
75945.0,Grizzly Bear,"Ready, Able",58.0,0.23,0.432,257213.0,0.4579999999999999,0.7190000000000001,C,0.111,-9.723,Major,0.0399,152.572,3-Apr,0.2319999999999999,Rock
23305.0,Panic! At The Disco,Trade Mistakes,60.0,0.000169,0.467,216093.0,0.8029999999999999,6.8e-06,G#,0.123,-3.282,Major,0.0467,129.995,4-Apr,0.18,Rock
23919.0,Foster The People,Sit Next to Me - Stereotypes Remix,66.0,0.173,0.68,190720.0,0.738,0.00036,F#,0.37,-4.881,Minor,0.0331,105.015,4-Apr,0.675,Rock
22891.0,Jimi Hendrix,Red House,55.0,0.585,0.2769999999999999,230360.0,0.479,0.0224,F,0.16,-8.482999999999999,Minor,0.0495,53.905,4-Apr,0.483,Rock
48905.0,Radiohead,2 + 2 = 5,58.0,0.182,0.4429999999999999,199360.0,0.7170000000000001,5.1e-05,F,0.345,-5.497999999999999,Minor,0.0504,149.582,4-Apr,0.386,Rock
51186.0,Smallpools,Million Bucks,65.0,0.00602,0.608,-1.0,0.865,0.0,C#,0.127,-3.961,Minor,0.0451,100.02600000000001,4-Apr,0.568,Rock
66988.0,The All-American Rejects,It Ends Tonight,61.0,0.00275,0.335,244827.0,0.6759999999999999,0.0,C,0.141,-4.68,Major,0.0301,175.845,4-Apr,0.341,Rock
29284.0,The Frights,Tungs,57.0,0.0697,0.565,170299.0,0.618,6.37e-05,C#,0.509,-11.316,Minor,0.104,106.337,4-Apr,0.5,Rock
80221.0,The Jon Spencer Blues Explosion,Bellbottoms,54.0,0.0101,0.391,316853.0,0.883,0.1,D,0.352,-4.467,Major,0.216,116.96799999999999,3-Apr,0.476,Rock
84900.0,Tom Petty,Wildflowers,67.0,0.588,0.537,190320.0,0.315,2.29e-05,F,0.206,-13.79,Major,0.0271,?,4-Apr,0.575,Rock
34101.0,Iration,Time Bomb,60.0,0.192,0.754,190693.0,0.59,0.0,E,0.11,-6.525,Minor,0.046,147.107,4-Apr,0.784,Rock
64799.0,The Beach Boys,I Get Around (Mono) - Mono,66.0,0.36,0.39,134387.0,0.625,0.0,A,0.0663,-7.813,Minor,0.0537,144.338,4-Apr,0.514,Rock
72642.0,Anthrax,Caught In A Mosh,57.0,0.00039,0.361,300093.0,0.991,0.00212,D,0.276,-4.975,Major,0.136,106.57799999999999,4-Apr,0.228,Rock
79422.0,Papa Roach,Forever,54.0,0.0173,0.575,246333.0,0.591,0.0,D,0.173,-5.916,Minor,0.0279999999999999,107.96700000000001,4-Apr,0.332,Rock
38470.0,Primus,John The Fisherman,57.0,0.00073,0.613,216733.0,0.948,0.00604,B,0.047,-3.085,Minor,0.0607,?,4-Apr,0.879,Rock
41641.0,empty_field,Stand Out Fit In,62.0,0.0178,0.615,214573.0,0.841,0.0,B,0.133,-5.352,Major,0.0416,?,4-Apr,0.316,Rock
90028.0,AC/DC,Rock and Roll Ain't Noise Pollution,62.0,0.0409999999999999,0.5760000000000001,266040.0,0.659,0.0,A,0.0587,-5.617000000000001,Major,0.0383,94.853,4-Apr,0.7170000000000001,Rock
42812.0,Train,Bruises (feat. Ashley Monroe),57.0,0.0131,0.63,231787.0,0.7909999999999999,6.83e-06,D,0.2319999999999999,-4.497,Major,0.0279,102.963,4-Apr,0.491,Rock
65545.0,Panic! At The Disco,Crazy=Genius,69.0,0.000247,0.455,198040.0,0.91,0.0,D,0.107,-4.464,Major,0.166,114.109,4-Apr,0.447,Rock
27830.0,Van Morrison,Wild Night,54.0,0.174,0.568,213600.0,0.7140000000000001,0.0,G,0.0429,-7.138999999999999,Major,0.0445,146.338,4-Apr,0.955,Rock
86198.0,Breaking Benjamin,Save Yourself,55.0,8.41e-06,0.525,186907.0,0.973,0.00426,F#,0.39,-4.087,Major,0.0887,99.693,3-Apr,0.515,Rock
35896.0,Neon Trees,Sleeping With A Friend,57.0,0.0018899999999999,0.5820000000000001,228840.0,0.882,1.03e-05,D,0.32,-4.256,Major,0.0355,107.03399999999999,4-Apr,0.507,Rock
46464.0,Steely Dan,Don't Take Me Alive,50.0,0.47,0.615,256360.0,0.502,0.00116,G,0.375,-9.462,Minor,0.043,119.184,4-Apr,0.7390000000000001,Rock
49709.0,High Valley,She's With Me,63.0,0.0285,0.599,180302.0,0.931,0.0,B,0.102,-3.662,Major,0.0517,111.012,4-Apr,0.7879999999999999,Rock
75482.0,Billy Joel,"She's Got a Way - Live at the Paradise, Boston, MA - June 1980",50.0,0.969,0.414,180600.0,0.182,0.00069,G,0.853,-15.528,Major,0.036,70.524,4-Apr,0.423,Rock
55595.0,K.Flay,Blood In The Cut,64.0,0.118,0.77,188707.0,0.655,0.0234,D,0.125,-5.369,Major,0.0316,129.964,4-Apr,0.639,Rock
72826.0,CRUISR,Throw Shade,59.0,0.0138,0.5589999999999999,172987.0,0.784,0.0,G,0.0619,-7.051,Major,0.0428,160.017,4-Apr,0.867,Rock
34586.0,Journey,"Lovin', Touchin', Squeezin'",58.0,0.0992,0.401,230533.0,0.644,0.000179,D,0.231,-8.607999999999999,Major,0.0439,211.261,3-Apr,0.7140000000000001,Rock
27873.0,TV On The Radio,Will Do,60.0,0.0175,0.563,224987.0,0.8590000000000001,0.0101,F,0.0657,-3.5,Major,0.0426,79.947,4-Apr,0.419,Rock
65358.0,Empire of the Sun,Chrysalis,62.0,0.287,0.745,-1.0,0.8240000000000001,0.00103,C,0.0877,-4.607,Major,0.0368,?,4-Apr,0.596,Rock
40442.0,The Struts,Primadonna Like Me,53.0,3.59e-05,0.53,203705.0,0.949,0.522,B,0.3779999999999999,-2.699,Major,0.0459,137.011,4-Apr,0.836,Rock
86013.0,Robert John,Sad Eyes - Remastered,52.0,0.599,0.431,253213.0,0.4629999999999999,0.00282,C,0.132,-7.342,Major,0.0268,107.19,3-Apr,0.687,Rock
44470.0,Zac Brown Band,Beautiful Drug,61.0,0.0424,0.61,-1.0,0.857,2e-06,G#,0.128,-5.267,Minor,0.0877,?,4-Apr,0.373,Rock
59898.0,Tom Petty and the Heartbreakers,Even The Losers,33.0,0.00938,0.473,214213.0,0.802,0.00141,D,0.392,-4.966,Major,0.0322,?,4-Apr,0.6609999999999999,Rock
79730.0,empty_field,S.E.X.,58.0,3.53e-05,0.55,233840.0,0.914,0.322,G#,0.0894,-2.8310000000000004,Major,0.0425,134.958,4-Apr,0.825,Rock
71311.0,The Avett Brothers,No Hard Feelings,60.0,0.693,0.485,314680.0,0.324,2.37e-05,F,0.115,-8.185,Major,0.031,142.011,3-Apr,0.187,Rock
58790.0,The Neighbourhood,Kill Us All (feat. Denzel Curry),54.0,0.0137,0.547,161947.0,0.639,0.0,D,0.305,-6.957999999999999,Major,0.1169999999999999,?,4-Apr,0.3989999999999999,Rock
39130.0,Alabama,Dixieland Delight - Single Edit,62.0,0.208,0.4639999999999999,236427.0,0.405,1.1e-05,G,0.0611,-12.538,Major,0.033,95.852,4-Apr,0.514,Rock
49564.0,Royal Blood,Figure It Out,63.0,0.262,0.657,184053.0,0.8170000000000001,0.00674,C,0.248,-4.415,Major,0.0554,107.995,4-Apr,0.6509999999999999,Rock
36598.0,Summer Salt,Tidal Waves,52.0,0.352,0.542,247064.0,0.523,0.121,C,0.366,-6.848,Major,0.026,75.057,4-Apr,0.456,Rock
44604.0,Evans Blue,Destroy The Obvious,67.0,0.0001899999999999,0.447,-1.0,0.941,0.00425,D,0.315,-3.832,Major,0.0492,95.006,4-Apr,0.319,Rock
30157.0,The Corrs,Breathless,67.0,0.0541,0.607,207507.0,0.82,6.8e-05,B,0.2689999999999999,-7.754,Major,0.0597,126.988,4-Apr,0.768,Rock
22707.0,Red Hot Chili Peppers,Wet Sand,64.0,0.0313,0.313,309800.0,0.753,2.25e-06,E,0.142,-3.921,Minor,0.0285,176.748,4-Apr,0.514,Rock
48850.0,KONGOS,Take It From Me,53.0,0.0555,0.555,190771.0,0.74,7.08e-06,B,0.306,-7.016,Minor,0.175,?,4-Apr,0.7609999999999999,Rock
21646.0,The Black Keys,The Lengths,53.0,0.952,0.4039999999999999,294933.0,0.508,0.000807,G#,0.1639999999999999,-5.893,Minor,0.0265,143.911,4-Apr,0.278,Rock
84553.0,Sarah Darling,Call Me,52.0,0.0166,0.604,179314.0,0.7390000000000001,5.54e-06,C#,0.294,-4.543,Minor,0.0273,106.00399999999999,4-Apr,0.597,Rock
22522.0,The Glorious Sons,Everything Is Alright,51.0,0.0045899999999999,0.564,193326.0,0.725,0.0,A,0.11,-3.858,Minor,0.0332,128.88,4-Apr,0.242,Rock
47878.0,The Script,For the First Time,65.0,0.0328,0.396,252853.0,0.629,0.0,A,0.183,-4.78,Major,0.0287,173.794,4-Apr,0.358,Rock
91251.0,Dustin Lynch,Cowboys and Angels,60.0,0.245,0.355,227720.0,0.55,3.2e-05,A#,0.0979,-5.772,Major,0.0285,73.842,4-Apr,0.26,Rock
66266.0,Yeah Yeah Yeahs,Y Control,53.0,0.00501,0.433,240760.0,0.965,0.0027,C,0.315,-4.203,Major,0.147,131.963,4-Apr,0.0796,Rock
72650.0,Brooks & Dunn,Mama Don't Get Dressed Up For Nothing - with LANCO,43.0,0.0125,0.601,252160.0,0.909,5.21e-05,D,0.0818,-4.051,Major,0.0438,125.029,4-Apr,0.805,Rock
91117.0,Boston,Amanda,59.0,0.322,0.45,256200.0,0.415,0.0,G,0.104,-14.028,Major,0.0318,125.434,4-Apr,0.2789999999999999,Rock
88692.0,Paul Simon,Kodachrome,56.0,0.0245,0.593,213960.0,0.693,9.54e-06,C#,0.0433,-10.264,Minor,0.0271,135.747,4-Apr,0.917,Rock
79688.0,The Strokes,Heart In a Cage,50.0,2.73e-06,0.418,206173.0,0.857,0.805,G#,0.368,-5.132999999999999,Major,0.0404,140.02,4-Apr,0.12,Rock
67730.0,The Beatles,I'm So Tired - Remastered 2009,56.0,0.6559999999999999,0.433,123493.0,0.483,2.64e-05,A,0.539,-9.422,Major,0.175,68.492,4-Apr,0.7170000000000001,Rock
38508.0,Panic! At The Disco,(Fuck A) Silver Lining,71.0,0.0272,0.5770000000000001,168613.0,0.939,0.0,C#,0.24,-1.352,Minor,0.108,105.09200000000001,4-Apr,0.7140000000000001,Rock
35034.0,Marianas Trench,The Death of Me,52.0,0.2789999999999999,0.372,300683.0,0.555,0.0,C#,0.163,-8.121,Minor,0.0471,75.915,4-Apr,0.212,Rock
65228.0,Weezer,Happy Hour,57.0,0.000283,0.6409999999999999,177280.0,0.889,0.000723,C#,0.288,-4.302,Major,0.0279999999999999,99.012,4-Apr,0.738,Rock
50061.0,The Animals,We Gotta Get Out Of This Place - UK Single Version,51.0,0.431,0.534,194600.0,0.61,2.79e-06,F,0.0988,-5.276,Major,0.0345,124.05,4-Apr,0.45,Rock
28611.0,The Velvet Underground,Oh! Sweet Nuthin' - 2015 Remastered,64.0,0.303,0.3989999999999999,445187.0,0.467,0.0186,F,0.124,-11.763,Major,0.0284,?,4-Apr,0.525,Rock
69255.0,Brothers Osborne,21 Summer,63.0,0.0246,0.644,214387.0,0.89,2.57e-05,D,0.103,-6.992999999999999,Major,0.0332,112.027,4-Apr,0.619,Rock
48861.0,The Temper Trap,Sweet Disposition,66.0,0.0701,0.531,230800.0,0.821,0.171,D,0.124,-6.812,Major,0.0439,129.139,4-Apr,0.34,Rock
90076.0,Nickelback,How You Remind Me - LP Mix,79.0,0.00135,0.446,223840.0,0.764,0.0,A#,0.099,-5.042,Major,0.033,172.09400000000002,4-Apr,0.5429999999999999,Rock
84077.0,Taylor Dayne,Tell It to My Heart,67.0,0.0302,0.638,-1.0,0.988,1.16e-05,C#,0.371,-5.042,Major,0.0921,117.955,4-Apr,0.723,Rock
70644.0,U2,I Still Haven't Found What I'm Looking For - Remastered 2007,54.0,0.0139,0.565,277480.0,0.764,0.00488,C#,0.079,-9.43,Major,0.0351,100.891,4-Apr,0.6859999999999999,Rock
80478.0,Dr. Dog,Heart It Races - Dr Dog Version,64.0,0.4429999999999999,0.705,233128.0,0.474,0.0553,A#,0.3379999999999999,-13.081,Major,0.0391,98.61200000000001,4-Apr,0.7559999999999999,Rock
22446.0,The National,This Is The Last Time,62.0,0.644,0.499,283387.0,0.496,0.368,C,0.0934,-10.246,Minor,0.0327,140.047,4-Apr,0.14,Rock
79270.0,The Black Keys,Weight of Love,62.0,0.03,0.282,410187.0,0.547,0.888,D,0.104,-8.621,Major,0.0322,151.468,4-Apr,0.133,Rock
74140.0,Maná,Se Me Olvidó Otra Vez - Unplugged,65.0,0.311,0.695,222261.0,0.927,0.0,A,0.954,-4.855,Major,0.0524,103.18799999999999,4-Apr,0.826,Rock
20432.0,Bobby Day,Rockin' Robin,64.0,0.298,0.541,160080.0,0.608,0.0,G,0.2339999999999999,-13.083,Major,0.106,171.99200000000002,4-Apr,0.938,Rock
28630.0,Will Joseph Cook,Girls Like Me,53.0,0.0698,0.757,192414.0,0.72,1.4499999999999998e-05,B,0.1119999999999999,-5.644,Major,0.0425,121.96799999999999,4-Apr,0.96,Rock
61519.0,Shane & Shane,Psalm 46 (Live),59.0,0.114,0.472,284116.0,0.6609999999999999,0.000784,D,0.662,-7.13,Minor,0.0355,138.007,4-Apr,0.3329999999999999,Rock
35643.0,La Ley,Mentira,69.0,0.179,0.643,288067.0,0.679,1.4e-05,G,0.7,-6.382000000000001,Major,0.0287,132.19899999999998,4-Apr,0.491,Rock
23994.0,No Doubt,Hey Baby,52.0,0.064,0.599,-1.0,0.877,0.0,B,0.2339999999999999,-3.45,Minor,0.226,187.305,4-Apr,0.79,Rock
74533.0,Hanni El Khatib,You Rascal You,51.0,0.491,0.617,141091.0,0.6559999999999999,7.84e-06,F,0.0796,-8.023,Major,0.304,84.712,4-Apr,0.475,Rock
87861.0,The Stylistics,You Make Me Feel Brand New,61.0,0.8490000000000001,0.4539999999999999,330187.0,0.336,2.6e-05,G,0.102,-9.219,Major,0.0243,75.589,4-Apr,0.203,Rock
28065.0,Kelly Clarkson,Love So Soft,67.0,0.0053,0.8079999999999999,172427.0,0.581,1.19e-05,B,0.0828,-5.43,Major,0.07,130.012,4-Apr,0.758,Rock
71709.0,Black Sabbath,Iron Man - Remastered Version,67.0,0.00349,0.336,355304.0,0.792,0.00178,A,0.0437,-10.875,Major,0.0848,155.588,4-Apr,0.425,Rock
42723.0,Aerosmith,I Don't Want to Miss a Thing,78.0,0.165,0.3829999999999999,-1.0,0.662,0.0,D,0.248,-5.162000000000001,Major,0.0333,121.154,4-Apr,0.138,Rock
56722.0,Kenny Loggins,I'm Free (Heaven Helps the Man ),49.0,0.0901,0.585,226267.0,0.807,0.0,G#,0.27,-6.308,Major,0.039,160.253,4-Apr,0.8140000000000001,Rock
36464.0,SALES,Off and On,54.0,0.173,0.8109999999999999,250909.0,0.472,0.407,G#,0.0969,-13.446,Minor,0.0429,131.983,4-Apr,0.8220000000000001,Rock
57736.0,John Mayer,Edge of Desire,63.0,0.326,0.606,332067.0,0.441,0.0128,A,0.1159999999999999,-9.303,Major,0.0272,66.443,3-Apr,0.455,Rock
50796.0,Kid Bloom,Parents House,54.0,0.537,0.76,224347.0,0.5660000000000001,3.53e-06,C,0.154,-6.336,Major,0.0332,?,4-Apr,0.713,Rock
21611.0,Rainbow Kitten Surprise,Run,52.0,0.0038399999999999,0.544,210080.0,0.625,0.00657,A#,0.0889,-6.797000000000001,Minor,0.0342,75.243,4-Apr,0.43,Rock
33456.0,The Modern Lovers,Roadrunner,59.0,5.05e-05,0.462,246440.0,0.84,6.47e-05,D,0.0893,-6.667000000000001,Major,0.0346,75.542,4-Apr,0.805,Rock
25959.0,Chris Cornell,"You Know My Name - From ""Casino Royale"" Soundtrack",51.0,0.0198,0.365,240227.0,0.863,0.0,B,0.335,-3.3280000000000003,Minor,0.0443,137.469,4-Apr,0.42,Rock
50766.0,Grateful Dead,Friend of the Devil - Version; Remastered,64.0,0.3339999999999999,0.642,201867.0,0.628,8.29e-06,G,0.614,-12.849,Major,0.0358,103.31700000000001,4-Apr,0.893,Rock
61300.0,BABYMETAL,Megitsune,50.0,2.89e-05,0.4379999999999999,247587.0,0.969,0.73,C#,0.841,-3.281,Major,0.158,142.032,4-Apr,0.397,Rock
62195.0,Gus Dapperton,My Favorite Fish,63.0,0.322,0.647,215676.0,0.65,0.0,F,0.34,-3.848,Minor,0.0449,74.0,4-Apr,0.677,Rock
54261.0,Randy Houser,How Country Feels,69.0,0.0379,0.6779999999999999,-1.0,0.8390000000000001,0.0,G,0.0742,-3.617,Major,0.0394,104.95200000000001,4-Apr,0.772,Rock
72458.0,Kid Rock,First Kiss,53.0,0.0038799999999999,0.615,280347.0,0.889,0.0,E,0.0947,-2.539,Major,0.0371,131.96,4-Apr,0.659,Rock
88289.0,alt-J,Matilda,57.0,0.779,0.5760000000000001,227920.0,0.653,0.361,D,0.113,-9.132,Major,0.03,147.86700000000002,4-Apr,0.209,Rock
54559.0,Rebelution,So High (feat. Zumbi),54.0,0.0121,0.898,296907.0,0.423,1.96e-06,C,0.0898,-7.356,Minor,0.044,121.064,4-Apr,0.511,Rock
46862.0,Jaymes Young,I'll Be Good,69.0,0.715,0.455,248554.0,0.284,1.47e-06,G,0.0897,-10.774,Major,0.0322,133.936,3-Apr,0.133,Rock
38585.0,Passafire,Submersible,52.0,0.00416,0.7240000000000001,267133.0,0.639,1.28e-05,C#,0.0429,-4.638999999999999,Minor,0.0488,135.084,4-Apr,0.73,Rock
32343.0,empty_field,The Lemon Song - 1993 Remaster,55.0,0.0939,0.409,379627.0,0.515,0.0723,A,0.0916,-13.007,Major,0.1159999999999999,90.527,4-Apr,0.7290000000000001,Rock
53037.0,Sugar Ray,Someday - Remastered,62.0,0.0108,0.743,243333.0,0.67,0.0702,C#,0.22,-4.547,Minor,0.0293,110.83200000000001,4-Apr,0.934,Rock
62242.0,Twenty One Pilots,Semi-Automatic,65.0,0.0489,0.78,-1.0,0.716,5.92e-06,F#,0.0704,-4.551,Minor,0.0439,105.01700000000001,4-Apr,0.362,Rock
91664.0,blink-182,Mutt,58.0,0.0152,0.5760000000000001,203800.0,0.935,4.81e-06,A,0.349,-3.963,Major,0.0514,105.801,4-Apr,0.737,Rock
40139.0,Trapt,Who's Going Home With You Tonight?,52.0,0.0070599999999999,0.5720000000000001,215080.0,0.868,0.0,D#,0.121,-4.833,Minor,0.047,118.01100000000001,4-Apr,0.248,Rock
70710.0,Badfinger,No Matter What - Remastered 2010,57.0,0.177,0.529,180547.0,0.743,0.0,A,0.0759,-5.523,Major,0.0481,116.81700000000001,4-Apr,0.78,Rock
54279.0,Metallica,One (Remastered),68.0,0.000668,0.4379999999999999,446146.0,0.687,0.0801,G,0.42,-9.15,Major,0.0619,103.01,3-Apr,0.426,Rock
87598.0,Thousand Foot Krutch,Lifeline,54.0,7.54e-05,0.523,218454.0,0.8340000000000001,0.0,F,0.4,-5.132999999999999,Major,0.0366,135.974,4-Apr,0.5589999999999999,Rock
89871.0,The Who,Pinball Wizard,69.0,0.0192,0.537,180943.0,0.716,0.0,D,0.245,-8.766,Major,0.038,122.87299999999999,4-Apr,0.452,Rock
59566.0,Hootie & The Blowfish,I Go Blind,55.0,0.2239999999999999,0.621,194573.0,0.7859999999999999,0.0,C,0.151,-6.948,Major,0.0291,121.835,4-Apr,0.836,Rock
87319.0,Soundgarden,The Day I Tried To Live,61.0,0.000171,0.47,320107.0,0.76,0.191,C,0.127,-6.063,Major,0.0597,133.308,4-Apr,0.301,Rock
49366.0,John Prine,In Spite of Ourselves (feat. Iris DeMent),62.0,0.67,0.547,213600.0,0.2769999999999999,0.0,C,0.091,-11.327,Major,0.0429,153.974,4-Apr,0.684,Rock
42727.0,Lights & Motion,Glaciers,64.0,0.733,0.0789,176373.0,0.16,0.7859999999999999,G,0.0943,-18.144,Major,0.0362,56.449,4-Apr,0.0409,Rock
68803.0,Tom Walker,The Show,56.0,0.527,0.68,289913.0,0.501,0.0,F#,0.104,-8.669,Major,0.0839,81.907,4-Apr,0.2689999999999999,Rock
77204.0,Muse,Reapers,60.0,3.33e-05,0.421,359520.0,0.892,0.00331,G,0.141,-4.235,Major,0.0564,95.866,4-Apr,0.3979999999999999,Rock
73386.0,Electric Light Orchestra,Showdown,50.0,0.4679999999999999,0.721,249227.0,0.456,0.00308,C,0.174,-12.524,Minor,0.0325,113.229,4-Apr,0.964,Rock
46259.0,Black Sabbath,Electric Funeral - Remastered Version,50.0,0.434,0.364,289803.0,0.488,1.23e-06,E,0.266,-12.888,Major,0.0461,125.271,4-Apr,0.285,Rock
70992.0,Molly Hatchet,Flirtin' with Disaster,57.0,0.00153,0.273,299200.0,0.821,0.0157,A,0.18,-6.2620000000000005,Major,0.0433,179.882,4-Apr,0.7390000000000001,Rock
43617.0,Bloc Party,Helicopter,57.0,0.000139,0.47,220573.0,0.952,0.00283,B,0.386,-3.641,Minor,0.134,170.058,4-Apr,0.3979999999999999,Rock
84398.0,Kings of Leon,Supersoaker,64.0,0.0031899999999999,0.436,-1.0,0.871,0.000473,A,0.114,-4.446000000000001,Major,0.0384,138.743,4-Apr,0.71,Rock
91056.0,Passion Pit,Sleepyhead,66.0,0.0892,0.568,174760.0,0.7190000000000001,1.84e-06,G#,0.233,-5.406000000000001,Major,0.0354,106.036,4-Apr,0.539,Rock
